Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q8K2K6|AGFG1_MOUSE	Q8K2K6	AGFG1_MOUSE	Agfg1	561	Mus musculus	Arf-GAP domain and FG repeat-containing protein 1	1:Experimental evidence at protein level	4.10	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q8K363|DDX18_MOUSE	Q8K363	DDX18_MOUSE	Ddx18	660	Mus musculus	ATP-dependent RNA helicase DDX18	1:Experimental evidence at protein level	2.42	0.9834	0.9990	1	1	1	84	84	84	     0	     0	     0			
sp|Q8K3H0|DP13A_MOUSE	Q8K3H0	DP13A_MOUSE	Appl1	707	Mus musculus	DCC-interacting protein 13-alpha	1:Experimental evidence at protein level	2.55	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q8VBT9|ASPC1_MOUSE	Q8VBT9	ASPC1_MOUSE	Aspscr1	550	Mus musculus	Tether containing UBX domain for GLUT4	1:Experimental evidence at protein level	3.64	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q8VDD8|WASH1_MOUSE	Q8VDD8	WASH1_MOUSE	Washc1	475	Mus musculus	WASH complex subunit 1	1:Experimental evidence at protein level	4.00	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0	8M(15.9949)		
sp|Q8VEH3|ARL8A_MOUSE	Q8VEH3	ARL8A_MOUSE	Arl8a	186	Mus musculus	ADP-ribosylation factor-like protein 8A	1:Experimental evidence at protein level	12.90	0.9834	0.9990	1	0	1	16	0	16	     0	     0	     0			sp|Q9CQW2|ARL8B_MOUSE
sp|Q91X72|HEMO_MOUSE	Q91X72	HEMO_MOUSE	Hpx	460	Mus musculus	Hemopexin	1:Experimental evidence at protein level	3.70	0.9834	0.9990	1	1	1	86	86	86	     0	     0	     0			
sp|Q91XB7|YIF1A_MOUSE	Q91XB7	YIF1A_MOUSE	Yif1a	293	Mus musculus	Protein YIF1A	1:Experimental evidence at protein level	4.10	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q921T2|TOIP1_MOUSE	Q921T2	TOIP1_MOUSE	Tor1aip1	595	Mus musculus	Torsin-1A-interacting protein 1	1:Experimental evidence at protein level	2.86	0.9834	0.9990	1	1	1	4	4	4	     0	     0	     0			
sp|Q922Q4|P5CR2_MOUSE	Q922Q4	P5CR2_MOUSE	Pycr2	320	Mus musculus	Pyrroline-5-carboxylate reductase 2	1:Experimental evidence at protein level	7.19	0.9834	0.9990	1	1	1	28	28	28	     0	     0	     0	4C(57.0214)		
sp|Q99M28|RNPS1_MOUSE	Q99M28	RNPS1_MOUSE	Rnps1	305	Mus musculus	RNA-binding protein with serine-rich domain 1	1:Experimental evidence at protein level	8.85	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0	2M(15.9949)		
sp|Q99MD9|NASP_MOUSE	Q99MD9	NASP_MOUSE	Nasp	773	Mus musculus	Nuclear autoantigenic sperm protein	1:Experimental evidence at protein level	3.10	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0	4M(15.9949)		
sp|Q99NB9|SF3B1_MOUSE	Q99NB9	SF3B1_MOUSE	Sf3b1	1304	Mus musculus	Splicing factor 3B subunit 1	1:Experimental evidence at protein level	1.07	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q9CQS8|SC61B_MOUSE	Q9CQS8	SC61B_MOUSE	Sec61b	96	Mus musculus	Protein transport protein Sec61 subunit beta	1:Experimental evidence at protein level	15.62	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q9CR00|PSMD9_MOUSE	Q9CR00	PSMD9_MOUSE	Psmd9	222	Mus musculus	26S proteasome non-ATPase regulatory subunit 9	1:Experimental evidence at protein level	6.76	0.9834	0.9990	1	1	1	5	5	5	     0	     0	     0	N-term(42.0106)		
sp|Q9CXW3|CYBP_MOUSE	Q9CXW3	CYBP_MOUSE	Cacybp	229	Mus musculus	Calcyclin-binding protein	1:Experimental evidence at protein level	10.04	0.9834	0.9990	1	1	1	31	31	31	     0	     0	     0			
sp|Q9CZ30|OLA1_MOUSE	Q9CZ30	OLA1_MOUSE	Ola1	396	Mus musculus	Obg-like ATPase 1	1:Experimental evidence at protein level	6.82	0.9834	0.9990	1	1	1	83	83	83	     0	     0	     0	19C(57.0214)		
sp|Q9D051|ODPB_MOUSE	Q9D051	ODPB_MOUSE	Pdhb	359	Mus musculus	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1:Experimental evidence at protein level	6.41	0.9834	0.9990	1	1	1	6	6	6	     0	     0	     0	21C(57.0214)		
sp|Q9JHW4|SELB_MOUSE	Q9JHW4	SELB_MOUSE	Eefsec	583	Mus musculus	Selenocysteine-specific elongation factor	1:Experimental evidence at protein level	3.09	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q9JIX8|ACINU_MOUSE	Q9JIX8	ACINU_MOUSE	Acin1	1338	Mus musculus	Apoptotic chromatin condensation inducer in the nucleus	1:Experimental evidence at protein level	1.49	0.9834	0.9990	1	1	1	41	41	41	     0	     0	     0			
sp|Q9JKV1|ADRM1_MOUSE	Q9JKV1	ADRM1_MOUSE	Adrm1	407	Mus musculus	Proteasomal ubiquitin receptor ADRM1	1:Experimental evidence at protein level	3.93	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q9QUR7|PIN1_MOUSE	Q9QUR7	PIN1_MOUSE	Pin1	165	Mus musculus	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1:Experimental evidence at protein level	9.09	0.9834	0.9990	1	1	1	5	5	5	     0	     0	     0	3M(15.9949)		
sp|Q9R1Z8|VINEX_MOUSE	Q9R1Z8	VINEX_MOUSE	Sorbs3	733	Mus musculus	Vinexin	1:Experimental evidence at protein level	2.32	0.9834	0.9990	1	1	1	4	4	4	     0	     0	     0			
sp|Q9WTM5|RUVB2_MOUSE	Q9WTM5	RUVB2_MOUSE	Ruvbl2	463	Mus musculus	RuvB-like 2	1:Experimental evidence at protein level	4.32	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q9WUM3|COR1B_MOUSE	Q9WUM3	COR1B_MOUSE	Coro1b	484	Mus musculus	Coronin-1B	1:Experimental evidence at protein level	2.69	0.9834	0.9990	1	1	1	6	6	6	     0	     0	     0			
sp|Q9WV32|ARC1B_MOUSE	Q9WV32	ARC1B_MOUSE	Arpc1b	372	Mus musculus	Actin-related protein 2/3 complex subunit 1B	1:Experimental evidence at protein level	4.84	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q9Z110|P5CS_MOUSE	Q9Z110	P5CS_MOUSE	Aldh18a1	795	Mus musculus	Delta-1-pyrroline-5-carboxylate synthase	1:Experimental evidence at protein level	2.01	0.9834	0.9990	1	1	1	26	26	26	     0	     0	     0			
sp|Q9Z130|HNRDL_MOUSE	Q9Z130	HNRDL_MOUSE	Hnrnpdl	301	Mus musculus	Heterogeneous nuclear ribonucleoprotein D-like	1:Experimental evidence at protein level	6.98	0.9834	0.9990	1	1	1	4	4	4	     0	     0	     0	1M(15.9949)		
sp|A2ADY9|DDI2_MOUSE	A2ADY9	DDI2_MOUSE	Ddi2	399	Mus musculus	Protein DDI1 homolog 2	1:Experimental evidence at protein level	4.01	0.9833	0.9990	1	1	1	6	6	6	     0	     0	     0			
sp|O09061|PSB1_MOUSE	O09061	PSB1_MOUSE	Psmb1	240	Mus musculus	Proteasome subunit beta type-1	1:Experimental evidence at protein level	5.83	0.9833	0.9990	1	1	1	3	3	3	     0	     0	     0	2M(15.9949)		
sp|P07309|TTHY_MOUSE	P07309	TTHY_MOUSE	Ttr	147	Mus musculus	Transthyretin	1:Experimental evidence at protein level	8.84	0.9833	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P09541|MYL4_MOUSE	P09541	MYL4_MOUSE	Myl4	193	Mus musculus	Myosin light chain 4	1:Experimental evidence at protein level	6.74	0.9833	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|P26516|PSMD7_MOUSE	P26516	PSMD7_MOUSE	Psmd7	321	Mus musculus	26S proteasome non-ATPase regulatory subunit 7	1:Experimental evidence at protein level	5.30	0.9833	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P63028|TCTP_MOUSE	P63028	TCTP_MOUSE	Tpt1	172	Mus musculus	Translationally-controlled tumor protein	1:Experimental evidence at protein level	8.72	0.9833	0.9990	1	1	1	56	56	56	     0	     0	     0	9C(57.0214)		
sp|P67984|RL22_MOUSE	P67984	RL22_MOUSE	Rpl22	128	Mus musculus	Large ribosomal subunit protein eL22	1:Experimental evidence at protein level	10.16	0.9833	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|P84104|SRSF3_MOUSE	P84104	SRSF3_MOUSE	Srsf3	164	Mus musculus	Serine/arginine-rich splicing factor 3	1:Experimental evidence at protein level	12.80	0.9833	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P99029|PRDX5_MOUSE	P99029	PRDX5_MOUSE	Prdx5	210	Mus musculus	Peroxiredoxin-5, mitochondrial	1:Experimental evidence at protein level	5.24	0.9833	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q6P8I4|PCNP_MOUSE	Q6P8I4	PCNP_MOUSE	Pcnp	178	Mus musculus	PEST proteolytic signal-containing nuclear protein	1:Experimental evidence at protein level	8.99	0.9833	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q7TMK9|HNRPQ_MOUSE	Q7TMK9	HNRPQ_MOUSE	Syncrip	623	Mus musculus	Heterogeneous nuclear ribonucleoprotein Q	1:Experimental evidence at protein level	1.93	0.9833	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q7TQ95|LNP_MOUSE	Q7TQ95	LNP_MOUSE	Lnpk	425	Mus musculus	Endoplasmic reticulum junction formation protein lunapark	1:Experimental evidence at protein level	5.88	0.9833	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BL66|EEA1_MOUSE	Q8BL66	EEA1_MOUSE	Eea1	1411	Mus musculus	Early endosome antigen 1	1:Experimental evidence at protein level	0.85	0.9833	0.9990	1	1	1	2	2	2	     0	     0	     0	1M(15.9949)		
sp|Q8BQ30|PPR18_MOUSE	Q8BQ30	PPR18_MOUSE	Ppp1r18	594	Mus musculus	Phostensin	1:Experimental evidence at protein level	2.53	0.9833	0.9990	1	1	1	4	4	4	     0	     0	     0			
sp|Q8BU85|MSRB3_MOUSE	Q8BU85	MSRB3_MOUSE	Msrb3	253	Mus musculus	Methionine-R-sulfoxide reductase B3, mitochondrial	1:Experimental evidence at protein level	4.74	0.9833	0.9990	1	1	1	6	6	6	     0	     0	     0			
sp|Q99020|ROAA_MOUSE	Q99020	ROAA_MOUSE	Hnrnpab	285	Mus musculus	Heterogeneous nuclear ribonucleoprotein A/B	1:Experimental evidence at protein level	5.61	0.9833	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q99PT1|GDIR1_MOUSE	Q99PT1	GDIR1_MOUSE	Arhgdia	204	Mus musculus	Rho GDP-dissociation inhibitor 1	1:Experimental evidence at protein level	6.86	0.9833	0.9990	1	1	1	6	6	6	     0	     0	     0	7M(15.9949)		
sp|Q9CZY3|UB2V1_MOUSE	Q9CZY3	UB2V1_MOUSE	Ube2v1	147	Mus musculus	Ubiquitin-conjugating enzyme E2 variant 1	1:Experimental evidence at protein level	8.16	0.9833	0.9990	1	1	1	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9JLQ0|CD2AP_MOUSE	Q9JLQ0	CD2AP_MOUSE	Cd2ap	637	Mus musculus	CD2-associated protein	1:Experimental evidence at protein level	1.73	0.9833	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|O08583|THOC4_MOUSE	O08583	THOC4_MOUSE	Alyref	255	Mus musculus	THO complex subunit 4	1:Experimental evidence at protein level	4.31	0.9832	0.9990	1	0	1	7	0	7	     0	     0	     0			sp|Q9JJW6|ALRF2_MOUSE
sp|O08746|MATN2_MOUSE	O08746	MATN2_MOUSE	Matn2	956	Mus musculus	Matrilin-2	2:Experimental evidence at transcript level	1.78	0.9832	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q6PD03|2A5A_MOUSE	Q6PD03	2A5A_MOUSE	Ppp2r5a	486	Mus musculus	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	1:Experimental evidence at protein level	3.09	0.9832	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q8BG30|NELFA_MOUSE	Q8BG30	NELFA_MOUSE	Nelfa	530	Mus musculus	Negative elongation factor A	1:Experimental evidence at protein level	3.96	0.9832	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BVE3|VATH_MOUSE	Q8BVE3	VATH_MOUSE	Atp6v1h	483	Mus musculus	V-type proton ATPase subunit H	1:Experimental evidence at protein level	3.11	0.9832	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q9D0F9|PGM1_MOUSE	Q9D0F9	PGM1_MOUSE	Pgm1	562	Mus musculus	Phosphoglucomutase-1	1:Experimental evidence at protein level	2.67	0.9832	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q9EQU5|SET_MOUSE	Q9EQU5	SET_MOUSE	Set	289	Mus musculus	Protein SET	1:Experimental evidence at protein level	4.50	0.9832	0.9990	1	1	1	4	4	4	     0	     0	     0			
sp|Q9WVL3|S12A7_MOUSE	Q9WVL3	S12A7_MOUSE	Slc12a7	1083	Mus musculus	Solute carrier family 12 member 7	1:Experimental evidence at protein level	1.11	0.9832	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|P17717|UDB17_MOUSE	P17717	UDB17_MOUSE	Ugt2b17	530	Mus musculus	UDP-glucuronosyltransferase 2B17	1:Experimental evidence at protein level	2.26	0.9831	0.9990	1	0	1	6	0	6	     0	     0	     0			sp|P70691|UD12_MOUSE, sp|Q62452|UD19_MOUSE, sp|Q63886|UD11_MOUSE, sp|Q64435|UD16_MOUSE, sp|Q6ZQM8|UD17_MOUSE
sp|P30416|FKBP4_MOUSE	P30416	FKBP4_MOUSE	Fkbp4	458	Mus musculus	Peptidyl-prolyl cis-trans isomerase FKBP4	1:Experimental evidence at protein level	3.28	0.9831	0.9990	1	1	1	2	2	2	     0	     0	     0	14M(15.9949)		
sp|Q6PEV3|WIPF2_MOUSE	Q6PEV3	WIPF2_MOUSE	Wipf2	440	Mus musculus	WAS/WASL-interacting protein family member 2	1:Experimental evidence at protein level	4.09	0.9831	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q9Z1X4|ILF3_MOUSE	Q9Z1X4	ILF3_MOUSE	Ilf3	898	Mus musculus	Interleukin enhancer-binding factor 3	1:Experimental evidence at protein level	1.34	0.9831	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|O08784|TCOF_MOUSE	O08784	TCOF_MOUSE	Tcof1	1320	Mus musculus	Treacle protein	1:Experimental evidence at protein level	0.98	0.9830	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|O70400|PDLI1_MOUSE	O70400	PDLI1_MOUSE	Pdlim1	327	Mus musculus	PDZ and LIM domain protein 1	1:Experimental evidence at protein level	4.28	0.9830	0.9990	1	1	1	3	3	3	     0	     0	     0	3M(15.9949)		
sp|P97873|LOXL1_MOUSE	P97873	LOXL1_MOUSE	Loxl1	607	Mus musculus	Lysyl oxidase homolog 1	1:Experimental evidence at protein level	2.31	0.9830	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q7M6Y3|PICAL_MOUSE	Q7M6Y3	PICAL_MOUSE	Picalm	660	Mus musculus	Phosphatidylinositol-binding clathrin assembly protein	1:Experimental evidence at protein level	2.88	0.9830	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q8BK67|RCC2_MOUSE	Q8BK67	RCC2_MOUSE	Rcc2	520	Mus musculus	Protein RCC2	1:Experimental evidence at protein level	2.88	0.9829	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q99LD8|DDAH2_MOUSE	Q99LD8	DDAH2_MOUSE	Ddah2	285	Mus musculus	Putative hydrolase DDAH2	1:Experimental evidence at protein level	4.21	0.9829	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q9CQX8|KGD4_MOUSE	Q9CQX8	KGD4_MOUSE	Kgd4	102	Mus musculus	Alpha-ketoglutarate dehydrogenase component 4	1:Experimental evidence at protein level	20.59	0.9828	0.9990	1	1	1	2	2	2	     0	     0	     0	9M(15.9949)		
sp|Q9CR57|RL14_MOUSE	Q9CR57	RL14_MOUSE	Rpl14	217	Mus musculus	Large ribosomal subunit protein eL14	1:Experimental evidence at protein level	4.61	0.9828	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q9JM76|ARPC3_MOUSE	Q9JM76	ARPC3_MOUSE	Arpc3	178	Mus musculus	Actin-related protein 2/3 complex subunit 3	1:Experimental evidence at protein level	6.18	0.9828	0.9990	1	1	1	3	3	3	     0	     0	     0	5M(15.9949)		
sp|Q921F4|HNRLL_MOUSE	Q921F4	HNRLL_MOUSE	Hnrnpll	591	Mus musculus	Heterogeneous nuclear ribonucleoprotein L-like	1:Experimental evidence at protein level	2.03	0.9827	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q9R0U0|SRS10_MOUSE	Q9R0U0	SRS10_MOUSE	Srsf10	262	Mus musculus	Serine/arginine-rich splicing factor 10	1:Experimental evidence at protein level	8.78	0.9827	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P62849|RS24_MOUSE	P62849	RS24_MOUSE	Rps24	133	Mus musculus	Small ribosomal subunit protein eS24	1:Experimental evidence at protein level	8.27	0.9826	0.9990	1	1	1	3	3	3	     0	     0	     0			
contam_sp|Q15843|NEDD8_HUMAN	Q15843	NEDD8_HUMAN	NEDD8	81	Homo sapiens	NEDD8	1:Experimental evidence at protein level	17.28	0.9824	0.9989	1	0	1	19	0	19	     0	     0	     0			sp|P29595|NEDD8_MOUSE
sp|D3YVF0|AKAP5_MOUSE	D3YVF0	AKAP5_MOUSE	Akap5	745	Mus musculus	A-kinase anchor protein 5	1:Experimental evidence at protein level	1.61	0.9824	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|P08003|PDIA4_MOUSE	P08003	PDIA4_MOUSE	Pdia4	638	Mus musculus	Protein disulfide-isomerase A4	1:Experimental evidence at protein level	1.72	0.9824	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|Q8K4Z5|SF3A1_MOUSE	Q8K4Z5	SF3A1_MOUSE	Sf3a1	791	Mus musculus	Splicing factor 3A subunit 1	1:Experimental evidence at protein level	1.52	0.9824	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|P62889|RL30_MOUSE	P62889	RL30_MOUSE	Rpl30	115	Mus musculus	Large ribosomal subunit protein eL30	1:Experimental evidence at protein level	7.83	0.9823	0.9989	1	1	1	3	3	3	     0	     0	     0	2M(15.9949)		
sp|Q99LC5|ETFA_MOUSE	Q99LC5	ETFA_MOUSE	Etfa	333	Mus musculus	Electron transfer flavoprotein subunit alpha, mitochondrial	1:Experimental evidence at protein level	5.11	0.9823	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|Q9DB20|ATPO_MOUSE	Q9DB20	ATPO_MOUSE	Atp5po	213	Mus musculus	ATP synthase subunit O, mitochondrial	1:Experimental evidence at protein level	5.16	0.9823	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q9R0A0|PEX14_MOUSE	Q9R0A0	PEX14_MOUSE	Pex14	376	Mus musculus	Peroxisomal membrane protein PEX14	1:Experimental evidence at protein level	2.39	0.9823	0.9989	1	1	1	4	4	4	     0	     0	     0			
sp|Q6P9J9|ANO6_MOUSE	Q6P9J9	ANO6_MOUSE	Ano6	911	Mus musculus	Anoctamin-6	1:Experimental evidence at protein level	1.32	0.9822	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BZH1|TGM4_MOUSE	Q8BZH1	TGM4_MOUSE	Tgm4	670	Mus musculus	Protein-glutamine gamma-glutamyltransferase 4	1:Experimental evidence at protein level	1.49	0.9822	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|Q9Z1Z0|USO1_MOUSE	Q9Z1Z0	USO1_MOUSE	Uso1	959	Mus musculus	General vesicular transport factor p115	1:Experimental evidence at protein level	1.56	0.9822	0.9989	1	1	1	2	2	2	     0	     0	     0			
sp|Q9D1A2|CNDP2_MOUSE	Q9D1A2	CNDP2_MOUSE	Cndp2	475	Mus musculus	Cytosolic non-specific dipeptidase	1:Experimental evidence at protein level	2.32	0.9821	0.9989	1	1	1	6	6	6	     0	     0	     0			
sp|P02463|CO4A1_MOUSE	P02463	CO4A1_MOUSE	Col4a1	1669	Mus musculus	Collagen alpha-1(IV) chain	1:Experimental evidence at protein level	0.66	0.9820	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|P35235|PTN11_MOUSE	P35235	PTN11_MOUSE	Ptpn11	593	Mus musculus	Tyrosine-protein phosphatase non-receptor type 11	1:Experimental evidence at protein level	2.36	0.9819	0.9989	1	1	1	4	4	4	     0	     0	     0			
sp|P26638|SYSC_MOUSE	P26638	SYSC_MOUSE	Sars1	512	Mus musculus	Serine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	2.34	0.9818	0.9989	1	1	1	2	2	2	     0	     0	     0			
sp|P62270|RS18_MOUSE	P62270	RS18_MOUSE	Rps18	152	Mus musculus	Small ribosomal subunit protein uS13	1:Experimental evidence at protein level	9.87	0.9818	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q64213|SF01_MOUSE	Q64213	SF01_MOUSE	Sf1	653	Mus musculus	Splicing factor 1	1:Experimental evidence at protein level	1.99	0.9818	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|O70252|HMOX2_MOUSE	O70252	HMOX2_MOUSE	Hmox2	315	Mus musculus	Heme oxygenase 2	1:Experimental evidence at protein level	2.86	0.9814	0.9989	1	1	1	3	3	3	     0	     0	     0	1M(15.9949)		
sp|Q9DCL8|IPP2_MOUSE	Q9DCL8	IPP2_MOUSE	Ppp1r2	206	Mus musculus	Protein phosphatase inhibitor 2	1:Experimental evidence at protein level	5.34	0.9814	0.9989	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|E9QAT4|SC16A_MOUSE	E9QAT4	SC16A_MOUSE	Sec16a	2357	Mus musculus	Protein transport protein Sec16A	1:Experimental evidence at protein level	0.81	0.9813	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CR68|UCRI_MOUSE	Q9CR68	UCRI_MOUSE	Uqcrfs1	274	Mus musculus	Cytochrome b-c1 complex subunit Rieske, mitochondrial	1:Experimental evidence at protein level	4.74	0.9813	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q60930|VDAC2_MOUSE	Q60930	VDAC2_MOUSE	Vdac2	295	Mus musculus	Voltage-dependent anion-selective channel protein 2	1:Experimental evidence at protein level	7.80	0.9812	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|Q8BGT6|MILK1_MOUSE	Q8BGT6	MILK1_MOUSE	Micall1	870	Mus musculus	MICAL-like protein 1	1:Experimental evidence at protein level	1.49	0.9812	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|P50543|S10AB_MOUSE	P50543	S10AB_MOUSE	S100a11	98	Mus musculus	Protein S100-A11	1:Experimental evidence at protein level	10.20	0.9811	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|P68404|KPCB_MOUSE	P68404	KPCB_MOUSE	Prkcb	671	Mus musculus	Protein kinase C beta type	1:Experimental evidence at protein level	1.64	0.9811	0.9989	1	1	1	2	2	2	     0	     0	     0			
sp|Q9EQH3|VPS35_MOUSE	Q9EQH3	VPS35_MOUSE	Vps35	796	Mus musculus	Vacuolar protein sorting-associated protein 35	1:Experimental evidence at protein level	1.26	0.9811	0.9989	1	1	1	3	3	3	     0	     0	     0			
sp|Q8CG76|ARK72_MOUSE	Q8CG76	ARK72_MOUSE	Akr7a2	367	Mus musculus	Aflatoxin B1 aldehyde reductase member 2	1:Experimental evidence at protein level	3.00	0.9810	0.9989	1	1	1	1	1	1	     0	     0	     0	1M(15.9949)		
sp|Q62219|TGFI1_MOUSE	Q62219	TGFI1_MOUSE	Tgfb1i1	461	Mus musculus	Transforming growth factor beta-1-induced transcript 1 protein	1:Experimental evidence at protein level	1.95	0.9808	0.9988	1	1	1	5	5	5	     0	     0	     0	2M(15.9949)		
sp|Q8R1F1|NIBA2_MOUSE	Q8R1F1	NIBA2_MOUSE	Niban2	749	Mus musculus	Protein Niban 2	1:Experimental evidence at protein level	1.34	0.9808	0.9988	1	1	1	2	2	2	     0	     0	     0			
sp|P97300|NPTN_MOUSE	P97300	NPTN_MOUSE	Nptn	397	Mus musculus	Neuroplastin	1:Experimental evidence at protein level	2.27	0.9807	0.9988	1	1	1	3	3	3	     0	     0	     0			
sp|Q3TC93|H1BP3_MOUSE	Q3TC93	H1BP3_MOUSE	Hs1bp3	395	Mus musculus	HCLS1-binding protein 3	1:Experimental evidence at protein level	4.81	0.9807	0.9988	1	1	1	1	1	1	     0	     0	     0			
sp|P10833|RRAS_MOUSE	P10833	RRAS_MOUSE	Rras	218	Mus musculus	Ras-related protein R-Ras	1:Experimental evidence at protein level	4.59	0.9805	0.9988	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q8BI84|TGO1_MOUSE	Q8BI84	TGO1_MOUSE	Mia3	1930	Mus musculus	Transport and Golgi organization protein 1 homolog	1:Experimental evidence at protein level	0.73	0.9805	0.9988	1	1	1	3	3	3	     0	     0	     0			
sp|O70404|VAMP8_MOUSE	O70404	VAMP8_MOUSE	Vamp8	101	Mus musculus	Vesicle-associated membrane protein 8	1:Experimental evidence at protein level	9.90	0.9803	0.9988	1	1	1	3	3	3	     0	     0	     0			
sp|O70475|UGDH_MOUSE	O70475	UGDH_MOUSE	Ugdh	493	Mus musculus	UDP-glucose 6-dehydrogenase	1:Experimental evidence at protein level	2.03	0.9803	0.9988	1	1	1	2	2	2	     0	     0	     0			
sp|P70349|HINT1_MOUSE	P70349	HINT1_MOUSE	Hint1	126	Mus musculus	Adenosine 5'-monophosphoramidase HINT1	1:Experimental evidence at protein level	11.11	0.9803	0.9988	1	1	1	3	3	3	     0	     0	     0			
sp|Q91YQ5|RPN1_MOUSE	Q91YQ5	RPN1_MOUSE	Rpn1	608	Mus musculus	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1:Experimental evidence at protein level	1.64	0.9802	0.9988	1	1	1	3	3	3	     0	     0	     0			
sp|P18572|BASI_MOUSE	P18572	BASI_MOUSE	Bsg	389	Mus musculus	Basigin	1:Experimental evidence at protein level	2.57	0.9801	0.9988	1	1	1	3	3	3	     0	     0	     0			
sp|P26883|FKB1A_MOUSE	P26883	FKB1A_MOUSE	Fkbp1a	108	Mus musculus	Peptidyl-prolyl cis-trans isomerase FKBP1A	1:Experimental evidence at protein level	12.04	0.9798	0.9988	1	1	1	4	4	4	     0	     0	     0			
sp|Q9D2M8|UB2V2_MOUSE	Q9D2M8	UB2V2_MOUSE	Ube2v2	145	Mus musculus	Ubiquitin-conjugating enzyme E2 variant 2	1:Experimental evidence at protein level	6.90	0.9798	0.9988	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
